tax_id	Org_name	GeneID	CurrentID	Status	Symbol	Aliases	description	other_designations	map_location	chromosome	genomic_nucleotide_accession.version	start_position_on_the_genomic_accession	end_position_on_the_genomic_accession	orientation	exon_count	OMIM	
3821	Cajanus cajan	109811028	0	live	LOC109811028	KK1_025499	BAHD acyltransferase At3g29680-like	BAHD acyltransferase At3g29680-like|Anthocyanin 5-aromatic acyltransferase		Un							
3821	Cajanus cajan	109809138	0	live	LOC109809138	KK1_004455	UDP-glucose flavonoid 3-O-glucosyltransferase 7-like	UDP-glucose flavonoid 3-O-glucosyltransferase 7-like|Anthocyanin 3'-O-beta-glucosyltransferase		11	NC_033814.1	47308966	47310689	plus	1		
3821	Cajanus cajan	109808790	0	live	LOC109808790	KK1_004458	scopoletin glucosyltransferase-like	scopoletin glucosyltransferase-like|Anthocyanin 3'-O-beta-glucosyltransferase		11	NC_033814.1	47335696	47337480	plus	1		
3821	Cajanus cajan	109808710	0	live	LOC109808710	KK1_001625	transcription factor MYB114-like	transcription factor MYB114-like|Anthocyanin regulatory C1 protein		11	NC_033814.1	17366075	17368409	minus	3		
3821	Cajanus cajan	109805957	0	live	LOC109805957	KK1_013871	UDP-glycosyltransferase 92A1	UDP-glycosyltransferase 92A1|Anthocyanin 3'-O-beta-glucosyltransferase		10	NC_033813.1	1352538	1354183	minus	1		
3821	Cajanus cajan	109802674	0	live	LOC109802674	KK1_021383	UDP-glucose flavonoid 3-O-glucosyltransferase 7-like	UDP-glucose flavonoid 3-O-glucosyltransferase 7-like|Anthocyanin 3'-O-beta-glucosyltransferase		1	NC_033804.1	16715893	16717335	plus	1		
3821	Cajanus cajan	109791580	0	live	LOC109791580	KK1_043791	coumaroyl-CoA:anthocyanidin 3-O-glucoside-6''-O-coumaroyltransferase 1-like	coumaroyl-CoA:anthocyanidin 3-O-glucoside-6''-O-coumaroyltransferase 1-like|Anthocyanin 5-aromatic acyltransferase		Un							
3821	Cajanus cajan	109791579	0	live	LOC109791579	KK1_043788	coumaroyl-CoA:anthocyanidin 3-O-glucoside-6''-O-coumaroyltransferase 1-like	coumaroyl-CoA:anthocyanidin 3-O-glucoside-6''-O-coumaroyltransferase 1-like|Anthocyanin 5-aromatic acyltransferase		Un							
3821	Cajanus cajan	109791577	0	live	LOC109791577	KK1_043776	coumaroyl-CoA:anthocyanidin 3-O-glucoside-6''-O-coumaroyltransferase 1-like	coumaroyl-CoA:anthocyanidin 3-O-glucoside-6''-O-coumaroyltransferase 1-like|Anthocyanin 5-aromatic acyltransferase		Un							
3821	Cajanus cajan	109791573	0	live	LOC109791573	KK1_043784	coumaroyl-CoA:anthocyanidin 3-O-glucoside-6''-O-coumaroyltransferase 1-like	coumaroyl-CoA:anthocyanidin 3-O-glucoside-6''-O-coumaroyltransferase 1-like|Anthocyanin 5-aromatic acyltransferase		Un							
37682	Aegilops tauschii	109786320	0	live	LOC109786320		anthocyanin 3'-O-beta-glucosyltransferase-like			Un							
37682	Aegilops tauschii	109776534	0	live	LOC109776534		anthocyanin 5-aromatic acyltransferase-like			Un							
37682	Aegilops tauschii	109775832	0	live	LOC109775832		anthocyanin 5-aromatic acyltransferase-like			Un							
37682	Aegilops tauschii	109762939	0	live	LOC109762939		anthocyanin regulatory R-S protein-like			Un							
37682	Aegilops tauschii	109753608	0	live	LOC109753608		anthocyanin 3'-O-beta-glucosyltransferase-like			Un							
37682	Aegilops tauschii	109746668	0	live	LOC109746668		anthocyanin 3'-O-beta-glucosyltransferase-like			Un							
37682	Aegilops tauschii	109734907	0	live	LOC109734907		anthocyanin regulatory R-S protein-like			Un							
37682	Aegilops tauschii	109734118	0	live	LOC109734118		anthocyanin 3'-O-beta-glucosyltransferase-like			Un							
4615	Ananas comosus	109710734	0	live	LOC109710734		anthocyanin 3'-O-beta-glucosyltransferase-like			5	NC_033625.1	14537644	14539793	minus	0		
4615	Ananas comosus	109705491	0	live	LOC109705491		malonyl-coenzyme:anthocyanin 5-O-glucoside-6'''-O-malonyltransferase-like			2	NC_033622.1	13761113	13764212	minus	0		
49451	Nicotiana attenuata	109237387	0	live	LOC109237387		malonyl-coenzyme:anthocyanin 5-O-glucoside-6'''-O-malonyltransferase-like			Un							
49451	Nicotiana attenuata	109224305	0	live	LOC109224305		malonyl-coenzyme:anthocyanin 5-O-glucoside-6'''-O-malonyltransferase-like			3	NC_031991.1	42225764	42236141	minus	0		
49451	Nicotiana attenuata	109218166	0	live	LOC109218166		anthocyanin 5-aromatic acyltransferase-like			Un							
49451	Nicotiana attenuata	109213703	0	live	LOC109213703		malonyl-coenzyme:anthocyanin 5-O-glucoside-6'''-O-malonyltransferase-like			Un							
49451	Nicotiana attenuata	109210319	0	live	LOC109210319		malonyl-coenzyme:anthocyanin 5-O-glucoside-6'''-O-malonyltransferase-like			Un							
35883	Ipomoea nil	109160187	0	live	LOC109160187		malonyl-coenzyme A:anthocyanin 3-O-glucoside-6''-O-malonyltransferase-like			Un							
35883	Ipomoea nil	109155879	0	live	LOC109155879		anthocyanin 5-aromatic acyltransferase-like			Un							
29760	Vitis vinifera	109123470	0	live	LOC109123470		anthocyanin 5-aromatic acyltransferase-like			12	NC_012018.3	8271235	8273345	plus	0		
3726	Raphanus sativus	108816293	0	live	LOC108816293	MYB1	transcription factor MYB114-like	transcription factor MYB114-like|anthocyanin regulator		Un							
29729	Gossypium arboreum	108468720	0	live	LOC108468720		anthocyanin 5-aromatic acyltransferase-like			3	NC_030666.1	84774421	84775556	minus	0		
79200	Daucus carota subsp. sativus	108198580	0	live	LOC108198580		malonyl-coenzyme:anthocyanin 5-O-glucoside-6'''-O-malonyltransferase-like			8	NC_030388.1	30509829	30510914	plus	0		
3635	Gossypium hirsutum	107930088	0	live	LOC107930088		anthocyanin 5-aromatic acyltransferase-like			Un							
102107	Prunus mume	107881083	0	live	LOC107881083		anthocyanin 5-aromatic acyltransferase-like			LG5	NC_024130.1	641901	642748	plus	0		
4072	Capsicum annuum	107852945	0	live	LOC107852945		anthocyanin 3'-O-beta-glucosyltransferase-like			Un							
4072	Capsicum annuum	107845246	0	live	LOC107845246		malonyl-coenzyme:anthocyanin 5-O-glucoside-6'''-O-malonyltransferase-like			10	NC_029986.1	9560293	9561659	minus	0		
4072	Capsicum annuum	107845226	0	live	LOC107845226		malonyl-coenzyme:anthocyanin 5-O-glucoside-6'''-O-malonyltransferase-like			10	NC_029986.1	13320661	13322015	plus	0		
4072	Capsicum annuum	107845067	0	live	LOC107845067		malonyl-coenzyme:anthocyanin 5-O-glucoside-6'''-O-malonyltransferase-like			10	NC_029986.1	14610227	14611674	minus	0		
4072	Capsicum annuum	107844143	0	live	LOC107844143		anthocyanin 5-aromatic acyltransferase-like			10	NC_029986.1	10273510	10276755	plus	0		
4072	Capsicum annuum	107844137	0	live	LOC107844137		malonyl-coenzyme:anthocyanin 5-O-glucoside-6'''-O-malonyltransferase-like			10	NC_029986.1	9304515	9305851	plus	0		
4097	Nicotiana tabacum	107832062	0	live	LOC107832062		malonyl-coenzyme:anthocyanin 5-O-glucoside-6'''-O-malonyltransferase-like			Un							
4097	Nicotiana tabacum	107807192	0	live	LOC107807192		anthocyanin 5-aromatic acyltransferase-like			Un							
4097	Nicotiana tabacum	107798476	0	live	LOC107798476		anthocyanin 5-aromatic acyltransferase-like			Un							
4097	Nicotiana tabacum	107793037	0	live	LOC107793037		anthocyanin 5-aromatic acyltransferase-like			Un							
4097	Nicotiana tabacum	107782064	0	live	LOC107782064		anthocyanin 5-aromatic acyltransferase-like			Un							
4097	Nicotiana tabacum	107765644	0	live	LOC107765644		malonyl-coenzyme:anthocyanin 5-O-glucoside-6'''-O-malonyltransferase-like			Un							
4097	Nicotiana tabacum	107759926	0	live	LOC107759926		malonyl-coenzyme:anthocyanin 5-O-glucoside-6'''-O-malonyltransferase-like			Un							
130453	Arachis duranensis	107481664	0	live	LOC107481664		anthocyanin 5-aromatic acyltransferase-like			A01	NC_029772.1	19385996	19387228	minus	0		
39947	Oryza sativa Japonica Group	107276789	0	live	LOC107276789	OSNPB_060590800	UDP-glycosyltransferase 73B5-like	UDP-glycosyltransferase 73B5-like|Os06g0590800|P0633E08.29|putative anthocyanin 3'-glucosyltransferase		6	NC_029261.1	23204151	23206103	minus	1		
3847	Glycine max	106795650	0	live	LOC106795650		anthocyanin 5-aromatic acyltransferase-like			13	NC_016100.2	39934666	39936260	plus	0		
4155	Erythranthe guttata	105963725	0	live	LOC105963725		malonyl-coenzyme:anthocyanin 5-O-glucoside-6'''-O-malonyltransferase-like			Un							
4155	Erythranthe guttata	105952528	0	live	LOC105952528		malonyl-coenzyme:anthocyanin 5-O-glucoside-6'''-O-malonyltransferase-like			Un							
4182	Sesamum indicum	105171511	0	live	LOC105171511		malonyl-coenzyme:anthocyanin 5-O-glucoside-6'''-O-malonyltransferase-like			LG1	NC_026145.1	17155826	17157553	plus	0		
29760	Vitis vinifera	104878920	0	live	LOC104878920	ANAT	acetyl-CoA-benzylalcohol acetyltransferase-like	acetyl-CoA-benzylalcohol acetyltransferase-like|anthocyanin acyltransferase		3	NC_012009.3	16023798	16025462	plus	1		
4096	Nicotiana sylvestris	104249921	0	live	LOC104249921		anthocyanin 5-aromatic acyltransferase-like			Un							
4096	Nicotiana sylvestris	104249642	0	live	LOC104249642		malonyl-coenzyme:anthocyanin 5-O-glucoside-6'''-O-malonyltransferase-like			Un							
4096	Nicotiana sylvestris	104232329	0	live	LOC104232329		malonyl-coenzyme:anthocyanin 5-O-glucoside-6'''-O-malonyltransferase-like			Un							
4096	Nicotiana sylvestris	104232324	0	live	LOC104232324		malonyl-coenzyme:anthocyanin 5-O-glucoside-6'''-O-malonyltransferase-like			Un							
4096	Nicotiana sylvestris	104229573	0	live	LOC104229573		malonyl-coenzyme:anthocyanin 5-O-glucoside-6'''-O-malonyltransferase-like			Un							
4098	Nicotiana tomentosiformis	104120341	0	live	LOC104120341		anthocyanin 5-aromatic acyltransferase-like			Un							
4098	Nicotiana tomentosiformis	104112526	0	live	LOC104112526		anthocyanin 5-aromatic acyltransferase-like			Un							
4098	Nicotiana tomentosiformis	104112521	0	live	LOC104112521		malonyl-coenzyme:anthocyanin 5-O-glucoside-6'''-O-malonyltransferase-like			Un							
4098	Nicotiana tomentosiformis	104111003	0	live	LOC104111003		anthocyanin 5-aromatic acyltransferase-like			Un							
4098	Nicotiana tomentosiformis	104099949	0	live	LOC104099949	An2	transcription factor MYB114-like	transcription factor MYB114-like|anthocyanin 2		Un							
4641	Musa acuminata	103993027	0	live	LOC103993027		anthocyanin 3'-O-beta-glucosyltransferase-like			7	NC_025208.1	27232773	27235738	minus	0		
225117	Pyrus x bretschneideri	103955476	0	live	LOC103955476		anthocyanin regulatory C1 protein-like			Un							
42345	Phoenix dactylifera	103721729	0	live	LOC103721729		malonyl-coenzyme A:anthocyanin 3-O-glucoside-6''-O-malonyltransferase-like			Un							
2711	Citrus sinensis	102610708	0	live	LOC102610708		malonyl-coenzyme:anthocyanin 5-O-glucoside-6'''-O-malonyltransferase-like			7	NC_023052.1	578942	584977	minus	0		
4113	Solanum tuberosum	102602987	0	live	LOC102602987		malonyl-coenzyme:anthocyanin 5-O-glucoside-6'''-O-malonyltransferase-like			Un							
4113	Solanum tuberosum	102598323	0	live	LOC102598323	ANS	leucoanthocyanidin dioxygenase	leucoanthocyanidin dioxygenase|anthocyanidin synthase|anthocyanin synthase|putative leucoanthocyanidin dioxygenase		Un							
4113	Solanum tuberosum	102597691	0	live	LOC102597691		anthocyanin 5-aromatic acyltransferase-like			Un							
4113	Solanum tuberosum	102592740	0	live	LOC102592740		anthocyanin 5-aromatic acyltransferase-like			Un							
4113	Solanum tuberosum	102585603	0	live	LOC102585603	an1	transcription factor MYB90-like	transcription factor MYB90-like|anthocyanin 1		Un							
4555	Setaria italica	101777829	0	live	LOC101777829		anthocyanin 3'-O-beta-glucosyltransferase-like			III	NC_028452.1	14373496	14375323	minus	0		
4555	Setaria italica	101765420	0	live	LOC101765420		anthocyanin 5-aromatic acyltransferase-like			IV	NC_028453.1	34852520	34854651	plus	0		
4555	Setaria italica	101763653	0	live	LOC101763653		anthocyanin 5-aromatic acyltransferase-like			IV	NC_028453.1	2193598	2195349	plus	0		
4555	Setaria italica	101758051	0	live	LOC101758051		anthocyanin 5-aromatic acyltransferase-like			VII	NC_028456.1	31137724	31142061	plus	0		
4555	Setaria italica	101755470	0	live	LOC101755470		malonyl-coenzyme A:anthocyanin 3-O-glucoside-6''-O-malonyltransferase-like			VI	NC_028455.1	26257587	26258984	minus	0		
57918	Fragaria vesca	101311521	0	live	LOC101311521		anthocyanin 5-aromatic acyltransferase-like			LG7	NC_020497.1	1522551	1524487	plus	0		
4081	Solanum lycopersicum	101256718	0	live	LOC101256718		anthocyanin 5-aromatic acyltransferase-like			10	NC_015447.2	2759699	2761227	plus	0		
3659	Cucumis sativus	101218527	0	live	LOC101218527	Csa_6G010000	uncharacterized acetyltransferase At3g50280	uncharacterized acetyltransferase At3g50280|Anthocyanin 5-aromatic acyltransferase		6	NC_026660.1	1107747	1109559	plus	1		
15368	Brachypodium distachyon	100824139	0	live	LOC100824139		anthocyanin 5-aromatic acyltransferase-like			5	NC_016135.2	25465027	25466801	plus	0		
29760	Vitis vinifera	100242614	0	live	LOC100242614		malonyl-coenzyme A:anthocyanin 3-O-glucoside-6''-O-malonyltransferase-like			12	NC_012018.3	8220468	8222063	plus	0		
3760	Prunus persica	18784022	0	live	LOC18784022		anthocyanin 5-aromatic acyltransferase			G3	NC_034011.1	24240943	24241976	plus	0		
13333	Amborella trichopoda	18438293	0	live	LOC18438293	AMTR_s00169p00021520	malonyl-coenzyme:anthocyanin 5-O-glucoside-6'''-O-malonyltransferase			Un							
3702	Arabidopsis thaliana	830996	0	live	HY5	AT5G11260, BZIP TRANSCRIPTION FACTOR HY5, ELONGATED HYPOCOTYL 5, F2I11.150, F2I11_150, REVERSAL OF THE DET PHENOTYPE 5, TED 5	Basic-leucine zipper (bZIP) transcription factor family protein			5	NC_003076.8	3593335	3595073	minus	4		
3702	Arabidopsis thaliana	817857	0	live	COP1	AT2G32950, ARABIDOPSIS THALIANA CONSTITUTIVE PHOTOMORPHOGENIC 1, ATCOP1, CONSTITUTIVE PHOTOMORPHOGENIC 1, DEETIOLATED MUTANT 340, DET340, EMB168, EMBRYO DEFECTIVE 168, FUS1, FUSCA 1, T21L14.11, T21L14_11	Transducin/WD40 repeat-like superfamily protein			2	NC_003071.7	13977881	13983609	plus	13		
3702	Arabidopsis thaliana	826470	0	live	CRY1	AT4G08920, ATCRY1, BLU1, BLUE LIGHT UNINHIBITED 1, CRYPTOCHROME 1 APOPROTEIN (BLUE LIGHT PHOTORECEPTOR, ELONGATED HYPOCOTYL 4, HY4, OOP2, OUT OF PHASE 2, T3H13.14, T3H13_14, cryptochrome 1	cryptochrome 1			4	NC_003075.7	5723651	5727268	plus	4		
3702	Arabidopsis thaliana	837479	0	live	PIF3	AT1G09530, F14J9.19, F14J9_19, PAP3, PHOTOCURRENT 1, PHYTOCHROME INTERACTING FACTOR 3, PHYTOCHROME-ASSOCIATED PROTEIN 3, POC1, phytochrome interacting factor 3, purple acid phosphatase 3	phytochrome interacting factor 3			1	NC_003070.9	3075768	3079654	plus	8		
3702	Arabidopsis thaliana	837483	0	live	PHYA	AT1G09570, ELONGATED HYPOCOTYL 8, F14J9.23, F14J9_23, FAR RED ELONGATED 1, FAR RED ELONGATED HYPOCOTYL 2, FHY2, FRE1, HY8, phytochrome A	phytochrome A			1	NC_003070.9	3095160	3100819	minus	6		
3702	Arabidopsis thaliana	834133	0	live	GL3	AT5G41315, GLABRA 3, GLABROUS 3, MYC6.2	basic helix-loop-helix (bHLH) DNA-binding superfamily protein			5	NC_003076.8	16529090	16533287	plus	7		
3702	Arabidopsis thaliana	818581	0	live	COI1	AT2G39940, CORONATINE INSENSITIVE 1, T28M21.10, T28M21_10	RNI-like superfamily protein			2	NC_003071.7	16672493	16675864	minus	3		
3702	Arabidopsis thaliana	818903	0	live	PIF4	AT2G43010, AtPIF4, MFL8.13, MFL8_13, SRL2, phytochrome interacting factor 4	phytochrome interacting factor 4			2	NC_003071.7	17886101	17889087	plus	6		
3702	Arabidopsis thaliana	822519	0	live	ABCB19	AT3G28860, ATABCB19, ATMDR1, ATMDR11, ATP BINDING CASSETTE SUBFAMILY B19, ATP binding cassette subfamily B19, ATP-binding cassette B19, ATPGP19, Arabidopsis thaliana ATP-binding cassette B19, MDR1, MDR11, MULTIDRUG RESISTANCE PROTEIN 11, P-GLYCOPROTEIN 19, PGP19	ATP binding cassette subfamily B19			3	NC_003074.8	10870005	10877578	minus	10		
3702	Arabidopsis thaliana	820940	0	live	RR1	AT3G16857, ARR1, response regulator 1	response regulator 1			3	NC_003074.8	5755714	5759443	plus	6		
3702	Arabidopsis thaliana	817170	0	live	GP ALPHA 1	AT2G26300, ARABIDOPSIS THALIANA G PROTEIN ALPHA SUBUNIT 1, ATGPA1, G PROTEIN ALPHA SUBUNIT, G PROTEIN ALPHA SUBUNIT 1, G protein alpha subunit 1, GPA1, T1D16.6, T1D16_6	G protein alpha subunit 1			2	NC_003071.7	11196996	11201102	plus	14		
3702	Arabidopsis thaliana	843305	0	live	TCP15	AT1G69690, AtTCP15, T6C23.11, T6C23_11, TEOSINTE BRANCHED1/CYCLOIDEA/PCF 15	TCP family transcription factor			1	NC_003070.9	26216009	26218071	plus	1		
3702	Arabidopsis thaliana	818265	0	live	ABCB1	AT2G36910, ARABIDOPSIS THALIANA P GLYCOPROTEIN1, ATP binding cassette subfamily B1, ATP-binding cassette B1, ATPGP1, P-GLYCOPROTEIN 1, PGP1, T1J8.9, T1J8_9	ATP binding cassette subfamily B1			2	NC_003071.7	15501726	15507501	plus	10		
3702	Arabidopsis thaliana	831241	0	live	TT4	AT5G13930, ATCHS, CHALCONE SYNTHASE, CHALCONE/STILBENE SYNTHASE, CHS, MAC12.28, MAC12_28, NARINGENIN-CHALCONE SYNTHASE, TRANSPARENT TESTA 4	Chalcone and stilbene synthase family protein			5	NC_003076.8	4488476	4490264	plus	2		
3702	Arabidopsis thaliana	826571	0	live	TT8	AT4G09820, AtTT8, BHLH42, F17A8.170, F17A8_170, TRANSPARENT TESTA 8	basic helix-loop-helix (bHLH) DNA-binding superfamily protein			4	NC_003075.7	6181881	6186523	plus	7		
3702	Arabidopsis thaliana	819249	0	live	CPC	AT2G46410, CAPRICE, F11C10.10, MYB FAMILY TRANSCRIPTION FACTOR CPC	Homeodomain-like superfamily protein			2	NC_003071.7	19049021	19050369	minus	3		
3702	Arabidopsis thaliana	828213	0	live	GLB1	AT4G01900, GLNB1 homolog, PII, PII PROTEIN, T7B11.16, T7B11_16	nitrogen regulatory P-II-like protein			4	NC_003075.7	821546	823569	plus	8		
3702	Arabidopsis thaliana	828022	0	live	ANL2	AT4G00730, AHDP, ANTHOCYANINLESS 2, ARABIDOPSIS THALIANA HOMEODOMAIN PROTEIN, F6N23.10, F6N23_10, HOMEODOMAIN PROTEIN AHDP	Homeobox-leucine zipper family protein / lipid-binding START domain-containing protein			4	NC_003075.7	299261	304612	minus	9		
3702	Arabidopsis thaliana	825075	0	live	PIL6	AT3G59060, PHYTOCHROME-INTERACTING FACTOR 5, PIF5, phytochrome interacting factor 3-like 6	phytochrome interacting factor 3-like 6			3	NC_003074.8	21827905	21830837	minus	6		
3702	Arabidopsis thaliana	817056	0	live	RR12	AT2G25180, ARR12, AtARR12, F13D4.140, F13D4_140, response regulator 12	response regulator 12			2	NC_003071.7	10724301	10727272	minus	6		
3702	Arabidopsis thaliana	829322	0	live	RR10	AT4G31920, ARR10, F11C18.3, response regulator 10	response regulator 10			4	NC_003075.7	15444053	15447042	minus	6		
3702	Arabidopsis thaliana	834291	0	live	DFR	AT5G42800, DIHYDROFLAVONOL 4-REDUCTASE, DIHYDROKAEMPFEROL 4-REDUCTASE, M318, MJB21.18, MJB21_18, TT3, dihydroflavonol 4-reductase	dihydroflavonol 4-reductase			5	NC_003076.8	17164093	17166032	minus	6		
3702	Arabidopsis thaliana	835489	0	live	UF3GT	AT5G54060, MJP23.2, MJP23_2, UDP-glucose:flavonoid 3-o-glucosyltransferase, UDP-glucosyl transferase 79B1, UGT79B1	UDP-glucose:flavonoid 3-o-glucosyltransferase			5	NC_003076.8	21936746	21938396	minus	1		
3702	Arabidopsis thaliana	831586	0	live	GSTF12	AT5G17220, ARABIDOPSIS THALIANA GLUTATHIONE S-TRANSFERASE PHI 12, ATGSTF12, GLUTATHIONE S-TRANSFERASE 26, GST26, MKP11.22, MKP11_22, TRANSPARENT TESTA 19, TT19, glutathione S-transferase phi 12	glutathione S-transferase phi 12			5	NC_003076.8	5658416	5659661	plus	3		
3702	Arabidopsis thaliana	821710	0	live	UGT84A2	AT3G21560, BRT1, Bright Trichomes 1, MIL23.13, UDP-glucosyl transferase 84A2	UDP-Glycosyltransferase superfamily protein			3	NC_003074.8	7595680	7597607	plus	1		
3702	Arabidopsis thaliana	828896	0	live	BGLU10	AT4G27830, AtBGLU10, T27E11.70, T27E11_70, beta glucosidase 10	beta glucosidase 10			4	NC_003075.7	13861649	13864659	minus	13		
3702	Arabidopsis thaliana	828387	0	live	LDOX	AT4G22880, ANS, ANTHOCYANIDIN SYNTHASE, F7H19.60, F7H19_60, LEUCOANTHOCYANIDIN DIOXYGENASE, TANNIN DEFICIENT SEED 4, TDS4, TT18, leucoanthocyanidin dioxygenase	leucoanthocyanidin dioxygenase			4	NC_003075.7	12004726	12006209	minus	3		
3702	Arabidopsis thaliana	842957	0	live	MYB90	AT1G66390, ATMYB90, PAP2, PRODUCTION OF ANTHOCYANIN PIGMENT 2, T27F4.14, T27F4_14, myb domain protein 90	myb domain protein 90			1	NC_003070.9	24763941	24765541	plus	3		
3702	Arabidopsis thaliana	814828	0	live	RNS1	AT2G02990, ATRNS1, RIBONUCLEASE 1, T17M13.16, T17M13_16, ribonuclease 1	ribonuclease 1			2	NC_003071.7	873506	874886	plus	4		
3702	Arabidopsis thaliana	825286	0	live	FUS6	AT3G61140, ARABIDOPSIS THALIANA FUSCA 6, ATFUS6, ATSK31, AtCSN1, CONSTITUTIVE PHOTOMORPHOGENIC 11, COP11, COP9 SIGNALOSOME SUBUNIT 1, CSN1, EMB78, EMBRYO DEFECTIVE 78, FUSCA 6, SHAGGY-LIKE KINASE 31, SK31	COP9 signalosome complex subunit 1			3	NC_003074.8	22626167	22630141	plus	7		
3702	Arabidopsis thaliana	834719	0	live	MYC3	AT5G46760, MZA15.18, MZA15_18	Basic helix-loop-helix (bHLH) DNA-binding family protein			5	NC_003076.8	18974022	18976590	plus	1		
3702	Arabidopsis thaliana	820600	0	live	RHD3	AT3G13870, GOLGI MUTANT 8, GOM8, ROOT HAIR DEFECTIVE 3	Root hair defective 3 GTP-binding protein (RHD3)			3	NC_003074.8	4565370	4571355	minus	23		
3702	Arabidopsis thaliana	837365	0	live	CRT3	AT1G08450, A. thaliana calreticulin 3, AtCRT3, CALRETICULIN 3, EBS2, EMS-MUTAGENIZED BRI1 SUPPRESSOR 2, PRIORITY IN SWEET LIFE 1, PSL1, T27G7.13, T27G7_13, calreticulin 3	calreticulin 3			1	NC_003070.9	2667798	2671957	minus	14		
3702	Arabidopsis thaliana	842955	0	live	MYB113	AT1G66370, AtMYB113, T27F4.12, T27F4_12, myb domain protein 113	myb domain protein 113			1	NC_003070.9	24753589	24754761	plus	3		
3702	Arabidopsis thaliana	827046	0	live	AT4G14090	AT4G14090, DL3090C, FCAALL.84	UDP-Glycosyltransferase superfamily protein			4	NC_003075.7	8122188	8123835	minus	1		
3702	Arabidopsis thaliana	827511	0	live	MYC4	AT4G17880, T6K21.60, T6K21_60	Basic helix-loop-helix (bHLH) DNA-binding family protein			4	NC_003075.7	9933326	9935685	minus	1		
3702	Arabidopsis thaliana	832379	0	live	HUA2	AT5G23150, ENHANCER OF AG-4 2, MYJ24.14, MYJ24_14	Tudor/PWWP/MBT domain-containing protein			5	NC_003076.8	7785743	7792991	plus	11		
3702	Arabidopsis thaliana	843443	0	live	MYBL2	AT1G71030, ARABIDOPSIS MYB-LIKE 2, ATMYBL2, F23N20.2, F23N20_2, MYB-like 2	MYB-like 2			1	NC_003070.9	26795052	26796532	minus	3		
3702	Arabidopsis thaliana	843462	0	live	EBS1	AT1G71220, EMS-mutagenized bri1 suppressor 1, F3I17.13, F3I17_13, PRIORITY IN SWEET LIFE 2, PSL2, UDP-GLUCOSE:GLYCOPROTEIN GLUCOSYLTRANSFERASE, UGGT	EMS-MUTAGENIZED BRI1 SUPPRESSOR 1			1	NC_003070.9	26841550	26851959	plus	37		
3702	Arabidopsis thaliana	842760	0	live	RPN12a	AT1G64520, F1N19.9, F1N19_9, regulatory particle non-ATPase 12A	regulatory particle non-ATPase 12A			1	NC_003070.9	23956269	23958461	plus	6		
3702	Arabidopsis thaliana	829779	0	live	FAH1	AT4G36220, CYP84A1, CYTOCHROME P450 84A1, F23E13.110, F23E13_110, FERULATE-5-HYDROXYLASE, ferulic acid 5-hydroxylase 1	ferulic acid 5-hydroxylase 1			4	NC_003075.7	17137313	17139777	minus	3		
3702	Arabidopsis thaliana	821027	0	live	HYH	AT3G17609, HY5-homolog	HY5-homolog			3	NC_003074.8	6023844	6024710	plus	3		
3702	Arabidopsis thaliana	842956	0	live	MYB114	AT1G66380, AtMYB114, T27F4.13, T27F4_13, myb domain protein 114	myb domain protein 114			1	NC_003070.9	24757298	24758953	plus	3		
3702	Arabidopsis thaliana	816623	0	live	PSB29	AT2G20890, F5H14.14, F5H14_14, THF1, THYLAKOID FORMATION1, photosystem II reaction center PSB29 protein	photosystem II reaction center PSB29 protein			2	NC_003071.7	8987584	8989416	plus	5		
3702	Arabidopsis thaliana	831213	0	live	ABO1	AT5G13680, ABA-OVERLY SENSITIVE 1, AtELP1, ELO2, ELONGATA 2, MSH12.15, MSH12_15	IKI3 family protein			5	NC_003076.8	4410314	4415622	minus	5		
3702	Arabidopsis thaliana	819359	0	live	MYB12	AT2G47460, ATMYB12, MYB DOMAIN PROTEIN 12, PFG1, PRODUCTION OF FLAVONOL GLYCOSIDES 1, T30B22.24, myb domain protein 12	myb domain protein 12			2	NC_003071.7	19476326	19479597	plus	3		
3702	Arabidopsis thaliana	843842	0	live	PR5	AT1G75040, PATHOGENESIS-RELATED PROTEIN 5, PR-5, pathogenesis-related gene 5	pathogenesis-related protein 5			1	NC_003070.9	28177670	28179022	plus	2		
3702	Arabidopsis thaliana	817698	0	live	GUN1	AT2G31400, T28P16.11, T28P16_11, genomes uncoupled 1	s uncoupled 1			2	NC_003071.7	13386954	13390854	minus	4		
3702	Arabidopsis thaliana	843519	0	live	SUC1	AT1G71880, ARABIDOPSIS THALIANA SUCROSE-PROTON SYMPORTER 1, ATSUC1, F17M19.3, F17M19_3, SUCROSE-H+ SYMPORTER, sucrose-proton symporter 1	sucrose-proton symporter 1			1	NC_003070.9	27054030	27056464	plus	3		
3702	Arabidopsis thaliana	817208	0	live	TED4	AT2G26670, ARABIDOPSIS THALIANA HEME OXYGENASE 1, ATHO1, F18A8.4, F18A8_4, GENOMES UNCOUPLED 2, GUN2, HEME OXYGENASE, HEME OXYGENASE 1, HEME OXYGENASE 6, HO1, HY1, HY6, PLASTID HEME OXYGENASE, REVERSAL OF THE DET PHENOTYPE 4	Plant heme oxygenase (decyclizing) family protein			2	NC_003071.7	11341548	11343693	plus	3		
